,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,extra_description,product_in_natural_language
753,626263002,GILDA LEGGINGS,Leggings/Tights,Garment Lower body,Solid,Grey,Jersey Fancy,"Treggings in stretch, denim-look jersey with an elasticated waist, fake fly, fake front pockets and real back pockets.","The name of this product is GILDA LEGGINGS. It is a Garment Lower body , more specifically it is a Grey     Jersey Fancy, Leggings/Tights. The graphical appearance of the product is Solid","The name of this product is GILDA LEGGINGS. It is a Garment Lower body , more specifically it is a Grey     Jersey Fancy, Leggings/Tights. The graphical appearance of the product is Solid 
 More details: 
Treggings in stretch, denim-look jersey with an elasticated waist, fake fly, fake front pockets and real back pockets."
754,845967003,DIV Isafie,Cardigan,Garment Upper body,Solid,White,Unknown,"Cardigan in a soft, loose, textured knit with 3/4-length sleeves with sewn-in turn-ups. No buttons.","The name of this product is DIV Isafie. It is a Garment Upper body , more specifically it is a White     Unknown, Cardigan. The graphical appearance of the product is Solid","The name of this product is DIV Isafie. It is a Garment Upper body , more specifically it is a White     Unknown, Cardigan. The graphical appearance of the product is Solid 
 More details: 
Cardigan in a soft, loose, textured knit with 3/4-length sleeves with sewn-in turn-ups. No buttons."
755,761490001,Nasa Camp Tee,T-shirt,Garment Upper body,Front print,Black,Jersey Fancy,T-shirt in printed cotton jersey.,"The name of this product is Nasa Camp Tee. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, T-shirt. The graphical appearance of the product is Front print","The name of this product is Nasa Camp Tee. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, T-shirt. The graphical appearance of the product is Front print 
 More details: 
T-shirt in printed cotton jersey."
756,700861001,Mitchell top,Top,Garment Upper body,Solid,Dark Blue,Jersey Fancy,"Long, pleated top in jersey with a sheen, with long sleeves and overlocked edges at the cuffs and hem.","The name of this product is Mitchell top. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Fancy, Top. The graphical appearance of the product is Solid","The name of this product is Mitchell top. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Fancy, Top. The graphical appearance of the product is Solid 
 More details: 
Long, pleated top in jersey with a sheen, with long sleeves and overlocked edges at the cuffs and hem."
757,630675002,6p Claw,Hair clip,Accessories,Solid,Light Beige,Accessories,Hair clips in coloured plastic.,"The name of this product is 6p Claw. It is a Accessories , more specifically it is a Light Beige     Accessories, Hair clip. The graphical appearance of the product is Solid","The name of this product is 6p Claw. It is a Accessories , more specifically it is a Light Beige     Accessories, Hair clip. The graphical appearance of the product is Solid 
 More details: 
Hair clips in coloured plastic."
758,903824003,Neroli sweater,Sweater,Garment Upper body,Other structure,Red,Knitwear,"Jumper knitted in soft chenille yarn with long puff sleeves and ribbing around the neckline, cuffs and hem.","The name of this product is Neroli sweater. It is a Garment Upper body , more specifically it is a Red     Knitwear, Sweater. The graphical appearance of the product is Other structure","The name of this product is Neroli sweater. It is a Garment Upper body , more specifically it is a Red     Knitwear, Sweater. The graphical appearance of the product is Other structure 
 More details: 
Jumper knitted in soft chenille yarn with long puff sleeves and ribbing around the neckline, cuffs and hem."
759,875915001,Addison top,T-shirt,Garment Upper body,All over pattern,Yellow,Jersey Fancy,"Long-sleeved top in soft, patterned cotton jersey with a frill-trimmed yoke at the front and a small opening and button at the back of the neck.","The name of this product is Addison top. It is a Garment Upper body , more specifically it is a Yellow     Jersey Fancy, T-shirt. The graphical appearance of the product is All over pattern","The name of this product is Addison top. It is a Garment Upper body , more specifically it is a Yellow     Jersey Fancy, T-shirt. The graphical appearance of the product is All over pattern 
 More details: 
Long-sleeved top in soft, patterned cotton jersey with a frill-trimmed yoke at the front and a small opening and button at the back of the neck."
760,623277001,SCAR Tulle Dress,Dress,Garment Full body,Glittering/Metallic,Light Pink,Dresses/Skirts girls,"Gently flared dress in glittery tulle with an opening and button at the back of the neck, gathers at the top and short, butterfly sleeves. Satin lining.","The name of this product is SCAR Tulle Dress. It is a Garment Full body , more specifically it is a Light Pink     Dresses/Skirts girls, Dress. The graphical appearance of the product is Glittering/Metallic","The name of this product is SCAR Tulle Dress. It is a Garment Full body , more specifically it is a Light Pink     Dresses/Skirts girls, Dress. The graphical appearance of the product is Glittering/Metallic 
 More details: 
Gently flared dress in glittery tulle with an opening and button at the back of the neck, gathers at the top and short, butterfly sleeves. Satin lining."
761,828863001,Olive dress,Dress,Garment Full body,All over pattern,Light Pink,Jersey Fancy,Dress in textured jersey made from a cotton blend with a round neck and small opening with a button at the back of the neck. Short sleeves with a decorative flounce around the seams. Unlined.,"The name of this product is Olive dress. It is a Garment Full body , more specifically it is a Light Pink     Jersey Fancy, Dress. The graphical appearance of the product is All over pattern","The name of this product is Olive dress. It is a Garment Full body , more specifically it is a Light Pink     Jersey Fancy, Dress. The graphical appearance of the product is All over pattern 
 More details: 
Dress in textured jersey made from a cotton blend with a round neck and small opening with a button at the back of the neck. Short sleeves with a decorative flounce around the seams. Unlined."
762,789808002,Skylar Chunky Sweater,Sweater,Garment Upper body,Melange,Grey,Knitwear,Short jumper in a soft rib knit with low dropped shoulders and long sleeves.,"The name of this product is Skylar Chunky Sweater. It is a Garment Upper body , more specifically it is a Grey     Knitwear, Sweater. The graphical appearance of the product is Melange","The name of this product is Skylar Chunky Sweater. It is a Garment Upper body , more specifically it is a Grey     Knitwear, Sweater. The graphical appearance of the product is Melange 
 More details: 
Short jumper in a soft rib knit with low dropped shoulders and long sleeves."
763,818806002,OL Dog quilted coat,Other accessories,Accessories,Solid,Black,Accessories,Quilted jacket for a dog in woven fabric with a collar and opening for a leash at the back of the neck. Opening for the front legs and an adjustable hook and loop tab that fastens at the top. Narrow elastic straps for the back legs that help to keep the jacket in place. Lined.,"The name of this product is OL Dog quilted coat. It is a Accessories , more specifically it is a Black     Accessories, Other accessories. The graphical appearance of the product is Solid","The name of this product is OL Dog quilted coat. It is a Accessories , more specifically it is a Black     Accessories, Other accessories. The graphical appearance of the product is Solid 
 More details: 
Quilted jacket for a dog in woven fabric with a collar and opening for a leash at the back of the neck. Opening for the front legs and an adjustable hook and loop tab that fastens at the top. Narrow elastic straps for the back legs that help to keep the jacket in place. Lined."
764,852092001,SPEED 2 AVA BLOUSE,Blouse,Garment Upper body,Solid,Black,Blouses,"Blouse in satin with a square neckline, seam under the bust and pleated section at the front. Smocking at the back, and 3/4-length sleeves with elastication at the top and an elasticated seam, smocking and a frill trim at the cuffs. Lined front.","The name of this product is SPEED 2 AVA BLOUSE. It is a Garment Upper body , more specifically it is a Black     Blouses, Blouse. The graphical appearance of the product is Solid","The name of this product is SPEED 2 AVA BLOUSE. It is a Garment Upper body , more specifically it is a Black     Blouses, Blouse. The graphical appearance of the product is Solid 
 More details: 
Blouse in satin with a square neckline, seam under the bust and pleated section at the front. Smocking at the back, and 3/4-length sleeves with elastication at the top and an elasticated seam, smocking and a frill trim at the cuffs. Lined front."
765,769801003,Fralla Top,Vest top,Garment Upper body,Solid,Beige,Blouses,"Short top in an airy weave with narrow, tie-top shoulder straps and a small frill trim a the top.","The name of this product is Fralla Top. It is a Garment Upper body , more specifically it is a Beige     Blouses, Vest top. The graphical appearance of the product is Solid","The name of this product is Fralla Top. It is a Garment Upper body , more specifically it is a Beige     Blouses, Vest top. The graphical appearance of the product is Solid 
 More details: 
Short top in an airy weave with narrow, tie-top shoulder straps and a small frill trim a the top."
766,797618001,Pamina WL boot,Boots,Shoes,Solid,Black,Shoes,"Warm-lined boots in imitation suede with imitation leather details, and an ankle-height shaft with lacing at the front. Faux fur linings and insoles and fluted soles. Heel 4.5 cm.","The name of this product is Pamina WL boot. It is a Shoes , more specifically it is a Black     Shoes, Boots. The graphical appearance of the product is Solid","The name of this product is Pamina WL boot. It is a Shoes , more specifically it is a Black     Shoes, Boots. The graphical appearance of the product is Solid 
 More details: 
Warm-lined boots in imitation suede with imitation leather details, and an ankle-height shaft with lacing at the front. Faux fur linings and insoles and fluted soles. Heel 4.5 cm."
767,757872002,Essie dress,Dress,Garment Full body,Sequin,Light Grey,Dresses/Skirts girls,"Sleeveless dress in sequined tulle with a concealed zip at the back, seam at the waist and flared skirt in a double layer of tulle. Jersey lining.","The name of this product is Essie dress. It is a Garment Full body , more specifically it is a Light Grey     Dresses/Skirts girls, Dress. The graphical appearance of the product is Sequin","The name of this product is Essie dress. It is a Garment Full body , more specifically it is a Light Grey     Dresses/Skirts girls, Dress. The graphical appearance of the product is Sequin 
 More details: 
Sleeveless dress in sequined tulle with a concealed zip at the back, seam at the waist and flared skirt in a double layer of tulle. Jersey lining."
768,894687002,Banksy Sneaker,Sneakers,Shoes,Solid,Light Beige,Shoes,Block-coloured trainers in imitation leather and imitation suede with a lightly padded edge and lacing at the front. Linings in mesh made from recycled polyester. Cotton twill insoles and patterned soles.,"The name of this product is Banksy Sneaker. It is a Shoes , more specifically it is a Light Beige     Shoes, Sneakers. The graphical appearance of the product is Solid","The name of this product is Banksy Sneaker. It is a Shoes , more specifically it is a Light Beige     Shoes, Sneakers. The graphical appearance of the product is Solid 
 More details: 
Block-coloured trainers in imitation leather and imitation suede with a lightly padded edge and lacing at the front. Linings in mesh made from recycled polyester. Cotton twill insoles and patterned soles."
769,744126003,WEEKEND SWETTIS,Sweater,Garment Upper body,Front print,White,Jersey Fancy,"Top in soft fabric with long sleeves and ribbing around the neckline, cuffs and hem.","The name of this product is WEEKEND SWETTIS. It is a Garment Upper body , more specifically it is a White     Jersey Fancy, Sweater. The graphical appearance of the product is Front print","The name of this product is WEEKEND SWETTIS. It is a Garment Upper body , more specifically it is a White     Jersey Fancy, Sweater. The graphical appearance of the product is Front print 
 More details: 
Top in soft fabric with long sleeves and ribbing around the neckline, cuffs and hem."
770,744073001,Ariel playsuit,Trousers,Garment Lower body,All over pattern,Black,Trousers,"Playsuit in an airy, patterned viscose weave with a deep V-neck, gently dropped shoulders and long, wide sleeves with elastication and a flounce at the cuffs. Wrapover top, elasticated seam at the waist with ties at the side and a second layer below the waist to form a wrapover peplum with a short flounce at the hem.","The name of this product is Ariel playsuit. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is All over pattern","The name of this product is Ariel playsuit. It is a Garment Lower body , more specifically it is a Black     Trousers, Trousers. The graphical appearance of the product is All over pattern 
 More details: 
Playsuit in an airy, patterned viscose weave with a deep V-neck, gently dropped shoulders and long, wide sleeves with elastication and a flounce at the cuffs. Wrapover top, elasticated seam at the waist with ties at the side and a second layer below the waist to form a wrapover peplum with a short flounce"
771,803624002,Mondrian Sneaker,Sneakers,Shoes,Solid,Gold,Shoes,"Trainers in imitation leather with lacing at the front and a lightly padded edge and tongue. Mesh linings, fabric insoles and rubber soles.","The name of this product is Mondrian Sneaker. It is a Shoes , more specifically it is a Gold     Shoes, Sneakers. The graphical appearance of the product is Solid","The name of this product is Mondrian Sneaker. It is a Shoes , more specifically it is a Gold     Shoes, Sneakers. The graphical appearance of the product is Solid 
 More details: 
Trainers in imitation leather with lacing at the front and a lightly padded edge and tongue. Mesh linings, fabric insoles and rubber soles."
772,633781013,Boulevard TOP PRODUCT,T-shirt,Garment Upper body,Placement print,Dark Blue,Jersey Fancy,T-shirt in soft viscose jersey with a motif on the front.,"The name of this product is Boulevard TOP PRODUCT. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Fancy, T-shirt. The graphical appearance of the product is Placement print","The name of this product is Boulevard TOP PRODUCT. It is a Garment Upper body , more specifically it is a Dark Blue     Jersey Fancy, T-shirt. The graphical appearance of the product is Placement print 
 More details: 
T-shirt in soft viscose jersey with a motif on the front."
773,743128001,Leaf Flower 1p Tights,Underwear Tights,Socks & Tights,All over pattern,Off White,Socks and Tights,Leaf-patterned tights with an elasticated waist.,"The name of this product is Leaf Flower 1p Tights. It is a Socks & Tights , more specifically it is a Off White     Socks and Tights, Underwear Tights. The graphical appearance of the product is All over pattern","The name of this product is Leaf Flower 1p Tights. It is a Socks & Tights , more specifically it is a Off White     Socks and Tights, Underwear Tights. The graphical appearance of the product is All over pattern 
 More details: 
Leaf-patterned tights with an elasticated waist."
774,680626001,Jasper Jaquard Trapper Hat,Hat/beanie,Accessories,Jacquard,Black,Accessories,"Jacquard-knit hat with earflaps, faux fur details, a sewn-in turn-up at the front and ties under the chin. Fleece lining.","The name of this product is Jasper Jaquard Trapper Hat. It is a Accessories , more specifically it is a Black     Accessories, Hat/beanie. The graphical appearance of the product is Jacquard","The name of this product is Jasper Jaquard Trapper Hat. It is a Accessories , more specifically it is a Black     Accessories, Hat/beanie. The graphical appearance of the product is Jacquard 
 More details: 
Jacquard-knit hat with earflaps, faux fur details, a sewn-in turn-up at the front and ties under the chin. Fleece lining."
775,562165001,SB P-CAP CLASSIC,Cap/peaked,Accessories,Stripe,Dark Blue,Accessories,Cap in a cotton weave with an appliqué on the front and an adjustable plastic fastener at the back.,"The name of this product is SB P-CAP CLASSIC. It is a Accessories , more specifically it is a Dark Blue     Accessories, Cap/peaked. The graphical appearance of the product is Stripe","The name of this product is SB P-CAP CLASSIC. It is a Accessories , more specifically it is a Dark Blue     Accessories, Cap/peaked. The graphical appearance of the product is Stripe 
 More details: 
Cap in a cotton weave with an appliqué on the front and an adjustable plastic fastener at the back."
776,696356003,P-CAP OWN,Cap/peaked,Accessories,Mixed solid/pattern,Dark Blue,Accessories,Cap with a sweatband in a cotton weave and an adjustable plastic fastener at the back.,"The name of this product is P-CAP OWN. It is a Accessories , more specifically it is a Dark Blue     Accessories, Cap/peaked. The graphical appearance of the product is Mixed solid/pattern","The name of this product is P-CAP OWN. It is a Accessories , more specifically it is a Dark Blue     Accessories, Cap/peaked. The graphical appearance of the product is Mixed solid/pattern 
 More details: 
Cap with a sweatband in a cotton weave and an adjustable plastic fastener at the back."
777,738099001,Cool Expensive Necklace,Necklace,Accessories,Solid,Gold,Accessories,"Necklaces in metal chains of different designs. Adjustable length 43-51 cm, 50-58 cm and 58-66 cm.","The name of this product is Cool Expensive Necklace. It is a Accessories , more specifically it is a Gold     Accessories, Necklace. The graphical appearance of the product is Solid","The name of this product is Cool Expensive Necklace. It is a Accessories , more specifically it is a Gold     Accessories, Necklace. The graphical appearance of the product is Solid 
 More details: 
Necklaces in metal chains of different designs. Adjustable length 43-51 cm, 50-58 cm and 58-66 cm."
778,706371005,Jonas skirt,Skirt,Garment Lower body,Solid,Light Pink,Skirts,"Short, bell-shaped skirt in imitation suede with decorative metal details on the front of the waistband, and a concealed zip at the back. Unlined.","The name of this product is Jonas skirt. It is a Garment Lower body , more specifically it is a Light Pink     Skirts, Skirt. The graphical appearance of the product is Solid","The name of this product is Jonas skirt. It is a Garment Lower body , more specifically it is a Light Pink     Skirts, Skirt. The graphical appearance of the product is Solid 
 More details: 
Short, bell-shaped skirt in imitation suede with decorative metal details on the front of the waistband, and a concealed zip at the back. Unlined."
779,693331001,JAVA trousers,Outdoor trousers,Garment Lower body,Solid,Dark Grey,Unknown,"Outdoor trousers in slightly stretchy fabric with sections in water-repellent functional fabric. Elasticated waist, zip fly and button, side pockets, a zipped leg pocket and a drawstring at the hems. Unlined.","The name of this product is JAVA trousers. It is a Garment Lower body , more specifically it is a Dark Grey     Unknown, Outdoor trousers. The graphical appearance of the product is Solid","The name of this product is JAVA trousers. It is a Garment Lower body , more specifically it is a Dark Grey     Unknown, Outdoor trousers. The graphical appearance of the product is Solid 
 More details: 
Outdoor trousers in slightly stretchy fabric with sections in water-repellent functional fabric. Elasticated waist, zip fly and button, side pockets, a zipped leg pocket and a drawstring at the hems. Unlined."
780,683622004,PICKLE jumsuit,Pyjama jumpsuit/playsuit,Nightwear,All over pattern,Other Pink,Jersey Fancy,"Sleeveless playsuit in airy viscose with a print motif at the top and crossover straps at the back. Elasticated seam at the waist, side pockets and short legs.","The name of this product is PICKLE jumsuit. It is a Nightwear , more specifically it is a Other Pink     Jersey Fancy, Pyjama jumpsuit/playsuit. The graphical appearance of the product is All over pattern","The name of this product is PICKLE jumsuit. It is a Nightwear , more specifically it is a Other Pink     Jersey Fancy, Pyjama jumpsuit/playsuit. The graphical appearance of the product is All over pattern 
 More details: 
Sleeveless playsuit in airy viscose with a print motif at the top and crossover straps at the back. Elasticated seam at the waist, side pockets and short legs."
781,613530001,CE Myrtle dress,Dress,Garment Full body,Metallic,Light Grey,Special Offers,"CONSCIOUS EXCLUSIVE. Calf-length dress in a Tencel™ lyocell and silk weave containing glittery threads. Narrow cut at the top with straight, gentle draping, a high collar, gathers down the front and ties at the neck. Deep V-neck at the back and a seam at the hem with a flared skirt and slit at the front. Slightly longer at the back. Lined bodice.","The name of this product is CE Myrtle dress. It is a Garment Full body , more specifically it is a Light Grey     Special Offers, Dress. The graphical appearance of the product is Metallic","The name of this product is CE Myrtle dress. It is a Garment Full body , more specifically it is a Light Grey     Special Offers, Dress. The graphical appearance of the product is Metallic 
 More details: 
CONSCIOUS EXCLUSIVE. Calf-length dress in a Tencel™ lyocell and silk weave containing glittery threads. Narrow cut at the top with straight, gentle draping, a high collar, gathers down the front and ties at the neck. Deep V-neck at the back and a seam at the hem with a flared skirt and slit at the front. "
782,825550001,RIHANNA DRESS,Dress,Garment Full body,Solid,Black,Jersey Fancy,Calf-length dress in soft cotton jersey with a round neckline and short sleeves. Elasticated seam and a detachable tie belt at the waist and a wrapover skirt. Unlined.,"The name of this product is RIHANNA DRESS. It is a Garment Full body , more specifically it is a Black     Jersey Fancy, Dress. The graphical appearance of the product is Solid","The name of this product is RIHANNA DRESS. It is a Garment Full body , more specifically it is a Black     Jersey Fancy, Dress. The graphical appearance of the product is Solid 
 More details: 
Calf-length dress in soft cotton jersey with a round neckline and short sleeves. Elasticated seam and a detachable tie belt at the waist and a wrapover skirt. Unlined."
783,774075004,BROOKE PIQUE SLIM TEE,T-shirt,Garment Upper body,Solid,Light Pink,Jersey Basic,Round-necked T-shirt in soft cotton piqué.,"The name of this product is BROOKE PIQUE SLIM TEE. It is a Garment Upper body , more specifically it is a Light Pink     Jersey Basic, T-shirt. The graphical appearance of the product is Solid","The name of this product is BROOKE PIQUE SLIM TEE. It is a Garment Upper body , more specifically it is a Light Pink     Jersey Basic, T-shirt. The graphical appearance of the product is Solid 
 More details: 
Round-necked T-shirt in soft cotton piqué."
784,900271001,HM+ Cora LS,Top,Garment Upper body,Solid,Black,Jersey Fancy,Long-sleeved top in soft viscose jersey with a V-neck and a rounded hem.,"The name of this product is HM+ Cora LS. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, Top. The graphical appearance of the product is Solid","The name of this product is HM+ Cora LS. It is a Garment Upper body , more specifically it is a Black     Jersey Fancy, Top. The graphical appearance of the product is Solid 
 More details: 
Long-sleeved top in soft viscose jersey with a V-neck and a rounded hem."
785,705348001,MARGO embroidery dress,Dress,Garment Full body,Check,Dark Blue,Woven/Jersey/Knitted mix Baby,"Dress in viscose twill with embroidery at the top and buttons down the back. Short sleeves with a scalloped frill trim, a gathered seam at the top and flared skirt. Unlined.","The name of this product is MARGO embroidery dress. It is a Garment Full body , more specifically it is a Dark Blue     Woven/Jersey/Knitted mix Baby, Dress. The graphical appearance of the product is Check","The name of this product is MARGO embroidery dress. It is a Garment Full body , more specifically it is a Dark Blue     Woven/Jersey/Knitted mix Baby, Dress. The graphical appearance of the product is Check 
 More details: 
Dress in viscose twill with embroidery at the top and buttons down the back. Short sleeves with a scalloped frill trim, a gathered seam at the top and flared skirt. Unlined."
786,752815001,LISA LINEN DRESS,Dress,Garment Full body,Solid,Dark Grey,Jersey Fancy,"Calf-length, sleeveless dress in soft linen jersey with a V-neck front and back and slits in the sides.","The name of this product is LISA LINEN DRESS. It is a Garment Full body , more specifically it is a Dark Grey     Jersey Fancy, Dress. The graphical appearance of the product is Solid","The name of this product is LISA LINEN DRESS. It is a Garment Full body , more specifically it is a Dark Grey     Jersey Fancy, Dress. The graphical appearance of the product is Solid 
 More details: 
Calf-length, sleeveless dress in soft linen jersey with a V-neck front and back and slits in the sides."
787,664622001,Stef seamless hood,Top,Garment Upper body,Solid,Light Grey,Jersey Fancy,"Running top in fast-drying, breathable functional fabric with jacquard-patterned sections and reflective details. Hood and zip at the top, and long raglan sleeves with thumbholes at the cuffs. Seamless.","The name of this product is Stef seamless hood. It is a Garment Upper body , more specifically it is a Light Grey     Jersey Fancy, Top. The graphical appearance of the product is Solid","The name of this product is Stef seamless hood. It is a Garment Upper body , more specifically it is a Light Grey     Jersey Fancy, Top. The graphical appearance of the product is Solid 
 More details: 
Running top in fast-drying, breathable functional fabric with jacquard-patterned sections and reflective details. Hood and zip at the top, and long raglan sleeves with thumbholes at the cuffs. Seamless."
788,550818001,BIRCH Relaxed shirt - check,Shirt,Garment Upper body,Check,Light Blue,Shirts,"Straight-cut, checked shirt in an airy cotton-blend weave with wool and viscose. Relaxed fit with a turn-down collar, classic front and gently tapered waist. Yoke with a pleat at the back, and long sleeves with adjustable buttoning at the cuffs.","The name of this product is BIRCH Relaxed shirt - check. It is a Garment Upper body , more specifically it is a Light Blue     Shirts, Shirt. The graphical appearance of the product is Check","The name of this product is BIRCH Relaxed shirt - check. It is a Garment Upper body , more specifically it is a Light Blue     Shirts, Shirt. The graphical appearance of the product is Check 
 More details: 
Straight-cut, checked shirt in an airy cotton-blend weave with wool and viscose. Relaxed fit with a turn-down collar, classic front and gently tapered waist. Yoke with a pleat at the back, and long sleeves with adjustable buttoning at the cuffs."
789,700946007,LEO HOOD 14.99,Hoodie,Garment Upper body,All over pattern,Light Beige,Jersey Fancy,"Cropped top in lightweight, printed sweatshirt fabric. Hood with a wrapover front, low dropped shoulders and long sleeves with ribbed cuffs.","The name of this product is LEO HOOD 14.99. It is a Garment Upper body , more specifically it is a Light Beige     Jersey Fancy, Hoodie. The graphical appearance of the product is All over pattern","The name of this product is LEO HOOD 14.99. It is a Garment Upper body , more specifically it is a Light Beige     Jersey Fancy, Hoodie. The graphical appearance of the product is All over pattern 
 More details: 
Cropped top in lightweight, printed sweatshirt fabric. Hood with a wrapover front, low dropped shoulders and long sleeves with ribbed cuffs."
790,763665001,Nagini oversized shopper,Bag,Accessories,All over pattern,Black,Accessories,"Large shopper in grained imitation leather with decorative metal details, shoulder straps and a magnetic fastener at the top. Size approx. 14.5x42x60 cm.","The name of this product is Nagini oversized shopper. It is a Accessories , more specifically it is a Black     Accessories, Bag. The graphical appearance of the product is All over pattern","The name of this product is Nagini oversized shopper. It is a Accessories , more specifically it is a Black     Accessories, Bag. The graphical appearance of the product is All over pattern 
 More details: 
Large shopper in grained imitation leather with decorative metal details, shoulder straps and a magnetic fastener at the top. Size approx. 14.5x42x60 cm."
791,815848001,Kiev,Jacket,Garment Upper body,Solid,Black,Outdoor,"Straight-cut coat in soft, stretch imitation suede with a small stand-up collar, detachable tie belt at the waist and no fasteners. Patch front pockets and raw edges at the cuffs and hem. Unlined.","The name of this product is Kiev. It is a Garment Upper body , more specifically it is a Black     Outdoor, Jacket. The graphical appearance of the product is Solid","The name of this product is Kiev. It is a Garment Upper body , more specifically it is a Black     Outdoor, Jacket. The graphical appearance of the product is Solid 
 More details: 
Straight-cut coat in soft, stretch imitation suede with a small stand-up collar, detachable tie belt at the waist and no fasteners. Patch front pockets and raw edges at the cuffs and hem. Unlined."
792,557548002,Martha Scarf,Scarf,Accessories,Stripe,Light Beige,Accessories,Scarf in a soft weave with fringes on the short sides. Size 65x195 cm.,"The name of this product is Martha Scarf. It is a Accessories , more specifically it is a Light Beige     Accessories, Scarf. The graphical appearance of the product is Stripe","The name of this product is Martha Scarf. It is a Accessories , more specifically it is a Light Beige     Accessories, Scarf. The graphical appearance of the product is Stripe 
 More details: 
Scarf in a soft weave with fringes on the short sides. Size 65x195 cm."
793,585251001,BESTIE headband,Hat/beanie,Accessories,Jacquard,Grey,Accessories,Double-layer headband in a soft jacquard knit containing glittery threads.,"The name of this product is BESTIE headband. It is a Accessories , more specifically it is a Grey     Accessories, Hat/beanie. The graphical appearance of the product is Jacquard","The name of this product is BESTIE headband. It is a Accessories , more specifically it is a Grey     Accessories, Hat/beanie. The graphical appearance of the product is Jacquard 
 More details: 
Double-layer headband in a soft jacquard knit containing glittery threads."
794,699534003,Tessan blouse,Blouse,Garment Upper body,All over pattern,Greenish Khaki,Dresses/Skirts girls,"Blouse in a viscose weave with a small, lace stand-up collar, button placket and lace section at the top. Long sleeves with elasticated cuffs, and a rounded hem. Longer at the back.","The name of this product is Tessan blouse. It is a Garment Upper body , more specifically it is a Greenish Khaki     Dresses/Skirts girls, Blouse. The graphical appearance of the product is All over pattern","The name of this product is Tessan blouse. It is a Garment Upper body , more specifically it is a Greenish Khaki     Dresses/Skirts girls, Blouse. The graphical appearance of the product is All over pattern 
 More details: 
Blouse in a viscose weave with a small, lace stand-up collar, button placket and lace section at the top. Long sleeves with elasticated cuffs, and a rounded hem. Longer at the back."
795,720501001,ES Ellen shorts,Shorts,Garment Lower body,Solid,Greenish Khaki,Trousers,"Shorts in stretch twill with a zip fly and button, front and back pockets and sewn-in turn-ups at the hems.","The name of this product is ES Ellen shorts. It is a Garment Lower body , more specifically it is a Greenish Khaki     Trousers, Shorts. The graphical appearance of the product is Solid","The name of this product is ES Ellen shorts. It is a Garment Lower body , more specifically it is a Greenish Khaki     Trousers, Shorts. The graphical appearance of the product is Solid 
 More details: 
Shorts in stretch twill with a zip fly and button, front and back pockets and sewn-in turn-ups at the hems."
796,826498001,Fletcher,Sweater,Garment Upper body,Melange,Grey,Knitwear,"Jumper in a soft, fine knit containing some wool with long puff sleeves and ribbing around the neckline, cuffs and hem. The polyester content of the jumper is recycled.","The name of this product is Fletcher. It is a Garment Upper body , more specifically it is a Grey     Knitwear, Sweater. The graphical appearance of the product is Melange","The name of this product is Fletcher. It is a Garment Upper body , more specifically it is a Grey     Knitwear, Sweater. The graphical appearance of the product is Melange 
 More details: 
Jumper in a soft, fine knit containing some wool with long puff sleeves and ribbing around the neckline, cuffs and hem. The polyester content of the jumper is recycled."
797,579010021,SWEATSHIRT AOP/RAGLAN,Sweater,Garment Upper body,Colour blocking,Red,Jersey Basic,"Long-sleeved top in soft organic cotton sweatshirt fabric with a press-stud on one shoulder (no press-stud in sizes 1-4Y). Ribbing around the neckline, cuffs and hem. Soft brushed inside.","The name of this product is SWEATSHIRT AOP/RAGLAN. It is a Garment Upper body , more specifically it is a Red     Jersey Basic, Sweater. The graphical appearance of the product is Colour blocking","The name of this product is SWEATSHIRT AOP/RAGLAN. It is a Garment Upper body , more specifically it is a Red     Jersey Basic, Sweater. The graphical appearance of the product is Colour blocking 
 More details: 
Long-sleeved top in soft organic cotton sweatshirt fabric with a press-stud on one shoulder (no press-stud in sizes 1-4Y). Ribbing around the neckline, cuffs and hem. Soft brushed inside."
798,451380032,Bruce denim,Trousers,Garment Lower body,Denim,Light Blue,Trousers,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs.","The name of this product is Bruce denim. It is a Garment Lower body , more specifically it is a Light Blue     Trousers, Trousers. The graphical appearance of the product is Denim","The name of this product is Bruce denim. It is a Garment Lower body , more specifically it is a Light Blue     Trousers, Trousers. The graphical appearance of the product is Denim 
 More details: 
5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs."
799,697175001,A-band Signe,Hair/alice band,Accessories,Solid,Dark Blue,Accessories,Fabric-covered plastic Alice band with a bow on top.,"The name of this product is A-band Signe. It is a Accessories , more specifically it is a Dark Blue     Accessories, Hair/alice band. The graphical appearance of the product is Solid","The name of this product is A-band Signe. It is a Accessories , more specifically it is a Dark Blue     Accessories, Hair/alice band. The graphical appearance of the product is Solid 
 More details: 
Fabric-covered plastic Alice band with a bow on top."
